	bin	Depth CAPES_S11	Depth CAPES_S21	Depth CAPES_S7	GenomeBin	Domain	%Complete (domain)	%Complete and single-copy (domain)	%Complete and duplicated (domain)	%Fragmented (domain)	%Missing (domain)	Total number (domain)	Specific lineage dataset	%Complete (specific)	%Complete and single-copy (specific)	%Complete and duplicated (specific)	%Fragmented (specific)	%Missing (specific)	Total number (specific)	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# predicted rRNA genes	user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
264	SPAdesHybrid-CAPES_S21.27.fa	29.0417	53.6715	0.20624	SPAdesHybrid-CAPES_S21.27.fa	bacteria_odb10	12.1	12.1	0.0	1.6	86.3	124.0								SPAdesHybrid-CAPES_S21.27.fa	10	10	10	10	8	8	806082	806082	806082	806082	764989	764989	10	158913	806082	41.41	111149	71688	3	6	6.33	0 + 0 part	SPAdesHybrid-CAPES_S21.27.fa																			
265	SPAdesHybrid-CAPES_S21.28.fa	4.0848900000000015	138.579	85.2352	SPAdesHybrid-CAPES_S21.28.fa	Viruses							teseptimavirus_odb10	6.7	6.7	0.0	0.0	93.3	15.0	SPAdesHybrid-CAPES_S21.28.fa	3	3	3	3	3	3	356759	356759	356759	356759	356759	356759	3	181741	356759	44.08	181741	104252	1	2	0.0	0 + 0 part	SPAdesHybrid-CAPES_S21.28.fa																			
266	SPAdesHybrid-CAPES_S21.29.fa	0.165966	1.71232	0.0	SPAdesHybrid-CAPES_S21.29.fa	bacteria_odb10	8.9	8.9	0.0	4.8	86.3	124.0	mollicutes_odb10	5.3	5.3	0.0	3.3	91.4	151.0	SPAdesHybrid-CAPES_S21.29.fa	144	144	16	0	0	0	425113	425113	93653	0	0	0	144	6960	425113	43.33	2958	2440	51	90	0.0	0 + 0 part	SPAdesHybrid-CAPES_S21.29.fa																			
267	SPAdesHybrid-CAPES_S21.3.fa	33.4317	52.2315	0.199158	SPAdesHybrid-CAPES_S21.3.fa	bacteria_odb10	3.2	3.2	0.0	0.0	96.8	124.0								SPAdesHybrid-CAPES_S21.3.fa	13	13	12	10	5	3	385077	385077	380639	366469	294127	214252	13	80217	385077	42.19	62825	38140	3	5	0.0	0 + 0 part	SPAdesHybrid-CAPES_S21.3.fa																			
268	SPAdesHybrid-CAPES_S21.30.fa	0.0	5.8984	0.0	SPAdesHybrid-CAPES_S21.30.fa	bacteria_odb10	8.9	8.9	0.0	6.5	84.6	124.0								SPAdesHybrid-CAPES_S21.30.fa	147	147	3	0	0	0	308573	308573	16683	0	0	0	147	6410	308573	39.09	2040	1727	57	99	3.24	0 + 0 part	SPAdesHybrid-CAPES_S21.30.fa																			
269	SPAdesHybrid-CAPES_S21.31.fa	2.634225	110.047	68.4956	SPAdesHybrid-CAPES_S21.31.fa	Viruses							teseptimavirus_odb10	6.7	6.7	0.0	0.0	93.3	15.0	SPAdesHybrid-CAPES_S21.31.fa	6	6	5	5	3	3	244611	244611	242213	242213	203281	203281	6	80334	244611	41.26	66190	56757	2	3	0.0	0 + 0 part	SPAdesHybrid-CAPES_S21.31.fa																			
270	SPAdesHybrid-CAPES_S21.32.fa	0.0	5.679130000000002	147.69299999999996	SPAdesHybrid-CAPES_S21.32.fa	bacteria_odb10	7.3	7.3	0.0	5.6	87.1	124.0								SPAdesHybrid-CAPES_S21.32.fa	471	471	9	0	0	0	1092859	1092859	54447	0	0	0	471	7483	1092859	58.88	2244	1828	172	308	2.75	0 + 0 part	SPAdesHybrid-CAPES_S21.32.fa																			
271	SPAdesHybrid-CAPES_S21.33.fa	0.0	28.8091	0.0	SPAdesHybrid-CAPES_S21.33.fa		0.0	0.0	0.0	0.0	100.0									SPAdesHybrid-CAPES_S21.33.fa	64	64	15	3	0	0	270112	270112	128370	48403	0	0	64	24850	270112	33.45	4738	3103	17	34	111.07	0 + 0 part	SPAdesHybrid-CAPES_S21.33.fa																			
272	SPAdesHybrid-CAPES_S21.34.fa	32.131	91.9074	67.4332	SPAdesHybrid-CAPES_S21.34.fa	bacteria_odb10	22.6	22.6	0.0	1.6	75.8	124.0								SPAdesHybrid-CAPES_S21.34.fa	10	10	10	9	7	5	682715	682715	682715	675588	631168	559453	10	188509	682715	47.76	105707	58134	3	5	0.0	0 + 0 part	SPAdesHybrid-CAPES_S21.34.fa																			
273	SPAdesHybrid-CAPES_S21.35.fa	0.389411	2.05603	0.446889	SPAdesHybrid-CAPES_S21.35.fa	bacteria_odb10	7.3	7.3	0.0	18.5	74.2	124.0	mollicutes_odb10	6.0	6.0	0.0	10.6	83.4	151.0	SPAdesHybrid-CAPES_S21.35.fa	191	191	49	9	0	0	790773	790773	371431	105065	0	0	191	14301	790773	53.03	4774	3096	54	105	0.0	0 + 0 part	SPAdesHybrid-CAPES_S21.35.fa																			
274	SPAdesHybrid-CAPES_S21.36.fa	2.70886	28.93455	5.863664999999999	SPAdesHybrid-CAPES_S21.36.fa	bacteria_odb10	96.8	96.8	0.0	0.8	2.4	124.0	lactobacillales_odb10	95.5	95.3	0.2	2.5	2.0	402.0	SPAdesHybrid-CAPES_S21.36.fa	140	140	94	56	19	2	1713656	1713656	1584554	1316978	754255	164824	140	109779	1713656	32.98	20456	10490	24	53	5.84	2 + 0 part	SPAdesHybrid-CAPES_S21.36.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	GCF_001435955.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	98.3	0.92	GCF_001435955.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	98.3	0.92	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001654615.1, s__Ligilactobacillus aviarius_B, 95.0, 79.86, 0.08; GCF_000615845.1, s__Ligilactobacillus hayakitensis, 95.0, 79.32, 0.29; GCF_001591685.1, s__Ligilactobacillus murinus, 95.0, 78.95, 0.14; GCF_001436315.1, s__Ligilactobacillus aviarius, 95.0, 78.91, 0.08; GCF_001436215.1, s__Ligilactobacillus agilis, 95.0, 78.86, 0.12; GCF_000423265.1, s__Ligilactobacillus saerimneri, 95.0, 78.62, 0.08; GCF_001434405.1, s__Ligilactobacillus apodemi, 95.0, 78.6, 0.15; GCF_900113455.1, s__Ligilactobacillus ruminis, 95.0, 78.6, 0.07; GCA_001435375.1, s__Ligilactobacillus araffinosus, 95.0, 78.57, 0.12; GCF_900110005.1, s__Ligilactobacillus ruminis_A, 95.0, 78.55, 0.12; GCF_000423245.1, s__Ligilactobacillus ceti, 95.0, 78.55, 0.17; GCF_001434535.1, s__Ligilactobacillus animalis, 95.0, 78.51, 0.13; GCF_003864415.1, s__Ligilactobacillus salitolerans, 95.0, 78.2, 0.06; GCF_900765635.1, s__Ligilactobacillus sp900765635, 95.0, 78.02, 0.17; GCF_000615765.1, s__Ligilactobacillus equi, 95.0, 77.76, 0.12; GCF_001435755.1, s__Ligilactobacillus acidipiscis, 95.0, 77.72, 0.09; GCF_000349725.1, s__Ligilactobacillus pobuzihii, 95.0, 77.25, 0.11	92.93	11.0		
275	SPAdesHybrid-CAPES_S21.37.fa	6.5910150000000005	163.11649999999997	0.1426615	SPAdesHybrid-CAPES_S21.37.fa	bacteria_odb10	68.5	65.3	3.2	0.8	30.7	124.0	bacteroidales_odb10	87.4	86.3	1.1	0.4	12.2	541.0	SPAdesHybrid-CAPES_S21.37.fa	92	92	89	84	70	44	5838030	5838030	5826850	5797091	5536479	4581410	92	336997	5838030	42.03	90579	60204	21	41	4.27	2 + 0 part	SPAdesHybrid-CAPES_S21.37.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	GCF_001314995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	96.61	0.75	GCF_001314995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	96.61	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_014334015.1, s__Bacteroides sp003463205, 95.0, 93.92, 0.72; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 93.92, 0.62; GCA_000210075.1, s__Bacteroides xylanisolvens, 95.0, 93.81, 0.7; GCF_902362375.1, s__Bacteroides sp902362375, 95.0, 92.53, 0.68; GCF_009193295.2, s__Bacteroides sp007097645, 95.0, 91.69, 0.64; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 89.75, 0.58; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 89.66, 0.21; GCF_000156195.1, s__Bacteroides finegoldii, 95.8579, 85.84, 0.53; GCF_000613385.1, s__Bacteroides acidifaciens, 95.0, 85.45, 0.56; GCF_009193325.2, s__Bacteroides sp900066265, 95.8579, 85.3, 0.5; GCF_903181435.1, s__Bacteroides acidifaciens_A, 95.0, 84.53, 0.54; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 84.22, 0.56; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 84.08, 0.57; GCA_900765785.1, s__Bacteroides sp900765785, 95.0, 84.05, 0.41; GCF_012113595.1, s__Bacteroides sp012113595, 95.0, 83.93, 0.56; GCA_900761785.1, s__Bacteroides sp900761785, 95.0, 83.28, 0.5; GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 83.28, 0.18; GCF_002222615.2, s__Bacteroides caccae, 95.0, 83.02, 0.51; GCF_900106755.1, s__Bacteroides faecis, 95.0, 82.5, 0.46; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 81.81, 0.45; GCF_003865075.1, s__Bacteroides sp003865075, 95.0, 81.49, 0.33; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 81.45, 0.45; GCF_900241005.1, s__Bacteroides cutis, 95.0, 81.35, 0.23; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 80.6, 0.34; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 80.03, 0.22; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 79.82, 0.36; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 79.6, 0.17; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 79.44, 0.14; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 79.39, 0.18; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 79.36, 0.24; GCA_900766005.1, s__Bacteroides sp900766005, 95.0, 79.23, 0.29; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 78.95, 0.2; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 78.75, 0.21; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 78.63, 0.25; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 78.58, 0.19; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 78.52, 0.18; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 78.51, 0.19; GCF_000613465.1, s__Bacteroides nordii, 95.0, 78.46, 0.2; GCA_014385165.1, s__Bacteroides sp014385165, 95.0, 78.31, 0.17; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 78.23, 0.19; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 78.22, 0.25; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 78.12, 0.18; GCA_900765805.1, s__Bacteroides sp900765805, 95.0, 78.08, 0.17; GCA_900552405.1, s__Bacteroides sp900552405, 95.0, 78.07, 0.18; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 78.04, 0.17; GCF_003438615.1, s__Bacteroides sp003545565, 95.0, 78.03, 0.22; GCA_902388495.1, s__Bacteroides sp902388495, 95.0, 78.01, 0.16; GCA_900760255.1, s__Bacteroides sp900760255, 95.0, 78.01, 0.19; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.2143, 78.0, 0.17; GCF_902364365.1, s__Bacteroides sp900556215, 95.2143, 77.95, 0.19; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 77.95, 0.17; GCF_014196225.1, s__Bacteroides pyogenes_A, 95.0, 77.92, 0.25; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 77.82, 0.19; GCA_900762525.1, s__Bacteroides sp900762525, 95.0, 77.8, 0.16; GCF_900130135.1, s__Bacteroides togonis, 95.0, 77.75, 0.1; GCF_900129655.1, s__Bacteroides clarus, 95.0, 77.73, 0.21; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 77.73, 0.19; GCF_000499785.1, s__Bacteroides neonati, 95.0, 77.71, 0.14; GCF_900128475.1, s__Bacteroides massiliensis_A, 95.0, 77.55, 0.11; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 77.54, 0.14; GCA_009929715.1, s__Bacteroides sp009929715, 95.0, 77.53, 0.15; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 77.29, 0.15; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 77.29, 0.15; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 77.27, 0.16; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 77.17, 0.11; GCF_010500965.1, s__Bacteroides sp010500965, 95.0, 77.09, 0.09; GCF_000428125.1, s__Bacteroides graminisolvens, 95.0, 76.97, 0.12; GCF_007896885.1, s__Bacteroides sp007896885, 95.0, 76.93, 0.1; GCF_900104585.1, s__Bacteroides ihuae, 95.0, 76.9, 0.11; GCF_010500995.1, s__Bacteroides sp010500995, 95.0, 76.83, 0.1; GCF_010500955.1, s__Bacteroides sp010500955, 95.0, 76.78, 0.07; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 76.77, 0.11; GCF_002160055.1, s__Bacteroides sp002160055, 95.0, 76.74, 0.1; GCA_900553815.1, s__Bacteroides sp900553815, 95.0, 76.54, 0.11; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 76.54, 0.09; GCF_010501015.1, s__Bacteroides sp010501015, 95.0, 76.52, 0.07; GCA_900766195.1, s__Bacteroides sp900766195, 95.0, 76.42, 0.09	73.26	11.0		
276	SPAdesHybrid-CAPES_S21.38.fa	24.1396	19.3099	0.0368034	SPAdesHybrid-CAPES_S21.38.fa	bacteria_odb10	87.9	85.5	2.4	1.6	10.5	124.0	bacteroidales_odb10	90.6	90.0	0.6	0.6	8.8	541.0	SPAdesHybrid-CAPES_S21.38.fa	161	161	149	119	53	13	3653551	3653551	3611021	3387697	2305081	850132	161	88960	3653551	45.74	32678	19581	37	73	8.21	0 + 0 part	SPAdesHybrid-CAPES_S21.38.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	97.63	0.9	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	97.63	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 94.4, 0.68; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 90.14, 0.63; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 78.93, 0.24; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 78.72, 0.19; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 78.58, 0.09; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 78.45, 0.24; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 78.38, 0.25; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 78.35, 0.18; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 78.34, 0.24; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 78.33, 0.21; GCA_014647375.1, s__Parabacteroides faecis, 95.0, 78.26, 0.26; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 78.25, 0.24; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 78.22, 0.19; GCF_000154105.1, s__Parabacteroides merdae, 95.0, 78.2, 0.24; GCA_900540715.1, s__Parabacteroides sp900540715, 95.0, 78.18, 0.23; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 78.18, 0.23; GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 78.14, 0.24; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 78.09, 0.25; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 78.0, 0.16; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 77.95, 0.19; GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 77.77, 0.11; GCA_000436495.1, s__Parabacteroides sp000436495, 95.0, 77.69, 0.11; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 77.41, 0.21; GCA_900552415.1, s__Parabacteroides sp900552415, 95.0, 77.34, 0.19; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 77.16, 0.12; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 77.15, 0.09; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 77.1, 0.08	88.17	11.0		
277	SPAdesHybrid-CAPES_S21.39.fa	18.6887	19.3147	0.018008714999999998	SPAdesHybrid-CAPES_S21.39.fa	archaea_odb10	1.0	1.0	0.0	0.5	98.5	194.0								SPAdesHybrid-CAPES_S21.39.fa	16	16	16	10	6	0	301023	301023	301023	255244	199601	0	16	36590	301023	43.75	29734	13170	5	8	0.0	0 + 0 part	SPAdesHybrid-CAPES_S21.39.fa																			
